1,49.0578
2,31.8292
3,25.5331
4,21.6473
5,19.3249
6,17.2903
7,15.1522
8,14.507
9,13.8413
10,12.4329
11,12.3123
12,11.2336
13,10.6985
14,10.267
15,9.82007
16,9.07291
17,7.81929
18,7.63212
19,7.58571
20,7.04921
21,6.69132
22,6.5242
23,6.216
24,5.96899
25,5.59101
26,5.42729
27,5.32153
28,5.21577
29,4.977
30,4.69956
31,4.44851
32,4.42943
33,4.0776
34,4.03886
35,3.81172
36,3.75069
37,3.53429
38,3.42511
39,3.28798
40,3.21099
41,3.01217
42,2.97682
43,2.90599
44,2.81552
45,2.69426
46,2.60883
47,2.56136
48,2.49739
49,2.4397
50,2.33014
51,2.21921
52,2.15308
53,2.10818
54,1.9693
55,1.93263
56,1.86307
57,1.84913
58,1.75406
59,1.73791
60,1.68258
61,1.60714
62,1.57453
63,1.54573
64,1.47764
65,1.43532
66,1.38
67,1.36977
68,1.31091
69,1.26708
70,1.25151
71,1.18559
72,1.16606
73,1.09802
74,1.08824
75,1.05361
76,1.02587
77,1.01262
78,0.959461
79,0.918028
80,0.906575
81,0.873756
82,0.869476
83,0.828647
84,0.802741
85,0.771442
86,0.745615
87,0.742962
88,0.714608
89,0.69407
90,0.663071
91,0.65377
92,0.631274
93,0.626428
94,0.593931
95,0.573312
96,0.566425
97,0.553276
98,0.536075
99,0.529929
100,0.522821
101,0.513696
102,0.491613
103,0.473403
104,0.44733
105,0.442061
106,0.434001
107,0.42373
108,0.416512
109,0.405756
110,0.387473
111,0.374848
112,0.363884
113,0.359238
114,0.34886
115,0.333054
116,0.329512
117,0.320999
118,0.311894
119,0.29831
120,0.28575
121,0.283347
122,0.270806
123,0.266814
124,0.262822
125,0.256432
126,0.243798
127,0.240036
128,0.23417
129,0.232555
130,0.225923
131,0.210437
132,0.204261
133,0.19511
134,0.190433
135,0.186959
136,0.182854
137,0.176649
138,0.171059
139,0.16124
140,0.16093
141,0.157232
142,0.154652
143,0.148914
144,0.148669
145,0.140342
146,0.135766
147,0.131543
148,0.129655
149,0.127231
150,0.122592
151,0.120025
152,0.117033
153,0.115299
154,0.110418
155,0.104146
156,0.102358
157,0.100533
158,0.0991603
159,0.0959379
160,0.0912055
161,0.0860426
162,0.0833153
163,0.0800673
164,0.0781084
165,0.0755045
166,0.0737446
167,0.0718114
168,0.0680588
169,0.0671031
170,0.0649082
171,0.0610524
172,0.0576377
173,0.0556938
174,0.0523523
175,0.0501608
176,0.0479157
177,0.045012
178,0.043944
179,0.0416048
180,0.0375717
181,0.0355443
182,0.0323847
183,0.0296233
184,0.0286478
185,0.0269152
186,0.0227529
187,0.0213076
188,4.01281e-07
