1,74.4947
2,41.099
3,33.3075
4,25.8219
5,22.771
6,17.1267
7,15.7357
8,15.5182
9,14.4708
10,11.6092
11,10.8988
12,9.2157
13,8.52596
14,8.30042
15,7.63754
16,7.55858
17,6.87997
18,6.73845
19,6.26481
20,5.91924
21,5.27804
22,5.13481
23,5.09126
24,4.76704
25,4.38551
26,4.28343
27,4.06152
28,3.77948
29,3.62076
30,3.56539
31,3.453
32,3.403
33,3.03865
34,2.88205
35,2.73328
36,2.72198
37,2.65083
38,2.50946
39,2.46936
40,2.35788
41,2.28343
42,2.21718
43,2.18488
44,1.96034
45,1.9212
46,1.85664
47,1.77778
48,1.68392
49,1.59817
50,1.58285
51,1.48388
52,1.45079
53,1.42193
54,1.40906
55,1.35296
56,1.33226
57,1.23739
58,1.21791
59,1.19908
60,1.14186
61,1.10929
62,1.06635
63,1.03842
64,1.03197
65,1.009
66,0.958321
67,0.955819
68,0.912772
69,0.898817
70,0.871678
71,0.858134
72,0.827125
73,0.806326
74,0.751896
75,0.747039
76,0.732717
77,0.71864
78,0.688637
79,0.677399
80,0.659809
81,0.640597
82,0.634341
83,0.603784
84,0.572231
85,0.564122
86,0.545194
87,0.536595
88,0.5269
89,0.514174
90,0.49288
91,0.49114
92,0.480865
93,0.466295
94,0.45134
95,0.438516
96,0.433968
97,0.420944
98,0.406215
99,0.399033
100,0.390702
101,0.379404
102,0.367037
103,0.364023
104,0.345191
105,0.338592
106,0.327372
107,0.319562
108,0.315288
109,0.302066
110,0.28869
111,0.287231
112,0.284127
113,0.278824
114,0.276289
115,0.270023
116,0.257111
117,0.252147
118,0.24558
119,0.237903
120,0.231432
121,0.224769
122,0.224179
123,0.217558
124,0.207599
125,0.207268
126,0.204887
127,0.196343
128,0.192016
129,0.18905
130,0.183767
131,0.17944
132,0.175453
133,0.168024
134,0.16312
135,0.159352
136,0.15246
137,0.149621
138,0.143927
139,0.143166
140,0.140489
141,0.135606
142,0.13408
143,0.1292
144,0.125551
145,0.123759
146,0.121814
147,0.118664
148,0.116417
149,0.114881
150,0.112136
151,0.108006
152,0.105214
153,0.102535
154,0.0959595
155,0.0941599
156,0.0871674
157,0.0852176
158,0.0831828
159,0.0825471
160,0.0754237
161,0.0739246
162,0.0729358
163,0.0678225
164,0.0666398
165,0.0633533
166,0.0618247
167,0.0613054
168,0.0590622
169,0.0581143
170,0.0545536
171,0.0529776
172,0.0524543
173,0.0494812
174,0.0461498
175,0.045098
176,0.043954
177,0.0409758
178,0.040012
179,0.0367052
180,0.0351332
181,0.03341
182,0.0314971
183,0.029076
184,0.0265244
185,0.0242512
186,0.0218791
187,0.0185094
188,-2.44128e-07
